,0,1,2,3,4,5,6,7,condition,percent,uncertainty,complexity
0,0.5054566341183228,0.48018380241240666,0.5353245261344055,0.6002297530155083,0.6099942561746123,0.7087880528431936,0.6272257323377369,0.5887421022400919,SimpleFov,0.5819931074095348,Fov,Simple
1,0.49511774842044803,0.5709362435381964,0.5898908673176335,0.5835726593911545,0.5663411832280298,0.5904652498564044,0.575531303848363,0.5732337736932798,SimpleFov,0.5681361286616887,Fov,Simple
2,0.08788052843193567,0.045376220562894885,0.015508328546812177,0.005169442848937392,0.04135554279149914,0.0005743825387708214,0.0080413555427915,0.03618609994256174,SimpleFov,0.030011487650775416,Fov,Simple
3,0.39287765651924184,0.527283170591614,0.43882825962090755,0.4152785755313039,0.45893164847788626,0.40149339460080413,0.456634118322803,0.45605973578403214,SimpleFov,0.4434233199310741,Fov,Simple
4,0.35669155657668006,0.3974727168294084,0.38828259620907524,0.36358414704192993,0.38024124066628373,0.41929925330269957,0.33371625502584723,0.37277426766226307,SimpleFov,0.3765077541642734,Fov,Simple
5,0.34807581849511776,0.39977024698449165,0.43136128661688683,0.5226881102814475,0.4732912119471568,0.4411257897759908,0.5249856404365307,0.48994830557151064,SimpleFov,0.4539058012636416,Fov,Simple
6,0.2854681217690982,0.2929350947731189,0.30557151062607696,0.3141872487076393,0.31361286616886846,0.2981045376220563,0.3084434233199311,0.3038483630097645,SimpleFov,0.3027713957495692,Fov,Simple
7,0.15910396323951753,0.2016082711085583,0.22688110281447443,0.2584721424468696,0.2630672027570362,0.2556002297530155,0.30269959793222284,0.2768523836875359,SimpleFov,0.2430356117174038,Fov,Simple
8,0.6019529006318208,0.8363009764503159,0.823090178058587,0.8213670304422745,0.848937392303274,0.8242389431361287,0.8093049971280873,0.8064330844342332,SimpleFov,0.7964531878230902,Fov,Simple
9,0.30786904078116023,0.34807581849511776,0.31533601378518095,0.42044801838024126,0.30557151062607696,0.31246410109132683,0.33658816771970135,0.2682366456059736,SimpleFov,0.32682366456059736,Fov,Simple
10,0.30040206777713957,0.39632395175186674,0.41240666283744976,0.46065479609419874,0.45720850086157383,0.5089029293509477,0.4284893739230327,0.3974727168294084,SimpleFov,0.4202326249282022,Fov,Simple
11,0.40781160252728316,0.37794371051120046,0.4480183802412407,0.4784606547960942,0.5014359563469271,0.48248133256748993,0.48190695002871914,0.4842044801838024,SimpleFov,0.4577828834003446,Fov,Simple
12,0.03790924755887421,0.032165422171166,0.13325674899483056,0.1504882251579552,0.22228604250430786,0.22975301550832855,0.2814474439977025,0.23549684089603676,SimpleFov,0.16535037334865021,Fov,Simple
13,0.25387708213670307,0.27570361860999426,0.27800114876507753,0.38655944859276276,0.38311315336013785,0.41929925330269957,0.3164847788627226,0.30557151062607696,SimpleFov,0.3273262492820218,Fov,Simple
14,0.5835726593911545,0.6214819069500287,0.4997128087306146,0.5054566341183228,0.6134405514072372,0.5795519816197587,0.1183228029867892,0.7576105686387133,SimpleFov,0.5348937392303275,Fov,Simple
15,0.35037334865020103,0.30040206777713957,0.36186099942561745,0.3785180930499713,0.3721998851234922,0.402067777139575,0.3676048248133257,0.36128661688684666,SimpleFov,0.3617892016082711,Fov,Simple
16,0.4612291786329696,0.4434233199310741,0.4497415278575531,0.4744399770246984,0.4859276278001149,0.42102240091901205,0.46639862148190697,0.456634118322803,SimpleFov,0.4573520964962665,Fov,Simple
17,0.5766800689259046,0.581849511774842,0.6031016657093624,0.6145893164847789,0.6151636990235497,0.60137851809305,0.6536473291211947,0.617461229178633,SimpleFov,0.6079839172889144,Fov,Simple
18,0.38598506605399197,0.5646180356117174,0.3676048248133257,0.30557151062607696,0.30269959793222284,0.3411832280298679,0.38770821367030445,0.3957495692130959,SimpleFov,0.3813900057438254,Fov,Simple
19,0.7242963813900057,0.7518667432510052,0.7863296955772544,0.7604824813325675,0.7823090178058587,0.8977599080987938,0.8305571510626077,0.8673176335439403,SimpleFov,0.8001148765077541,Fov,Simple
20,0.4709936817920735,0.488799540493969,0.5083285468121769,0.479035037334865,0.5094773118897186,0.462952326249282,0.4870763928776565,0.49339460080413555,SimpleFov,0.48750717978173463,Fov,Simple
21,0.49856404365307294,0.5295807007466973,0.4732912119471568,0.49511774842044803,0.5117748420448018,0.4658242389431361,0.4284893739230327,0.4267662263067203,SimpleFov,0.47867604824813326,Fov,Simple
22,0.27742676622630674,0.3980470993681792,0.3934520390580126,0.40149339460080413,0.39919586444572086,0.4514646754738656,0.4462952326249282,0.43882825962090755,SimpleFov,0.4007754164273406,Fov,Simple
23,0.28891441700172316,0.2883400344629523,0.3360137851809305,0.2785755313038484,0.31820792647903506,0.327972429638139,0.32050545663411834,0.344055140723722,SimpleFov,0.3128230901780586,Fov,Simple
24,0.4549109707064905,0.4330844342331993,0.44514646754738657,0.43710511200459506,0.4531878230901781,0.4612291786329696,0.4612291786329696,0.47673750717978175,SimpleFov,0.4528288340034463,Fov,Simple
25,0.2981045376220563,0.33658816771970135,0.44744399770246984,0.43365881677197016,0.46697300402067776,0.4170017231476163,0.4302125215393452,0.3578403216542217,SimpleFov,0.39847788627225733,Fov,Simple
26,0.3739230327398047,0.376220562894888,0.02125215393452039,0.34807581849511776,0.4055140723721999,0.4089603676048248,0.40264215967834577,0.4187248707639288,SimpleFov,0.3444141298104537,Fov,Simple
27,0.30729465824238944,0.3193566915565767,0.3526708788052843,0.33486502010338887,0.36990235496840895,0.33716255025847214,0.3704767375071798,0.35037334865020103,SimpleFov,0.34276278001148763,Fov,Simple
28,0.5106260769672601,0.456634118322803,0.5445146467547387,0.5697874784606548,0.5491097070649053,0.5100516944284894,0.5732337736932798,0.5743825387708213,SimpleFov,0.536042504307869,Fov,Simple
29,0.3296955772544515,0.4273406088454911,0.3854106835152211,0.4618035611717404,0.4755887421022401,0.4198736358414704,0.43882825962090755,0.39287765651924184,SimpleFov,0.4164273406088455,Fov,Simple
30,0.7403790924755888,0.7886272257323378,0.7421022400919012,0.7731188971855255,0.7553130384836301,0.7771395749569213,0.7443997702469844,0.7311889718552556,SimpleFov,0.756533601378518,Fov,Simple
31,0.12291786329695577,0.2073520964962665,0.2751292360712234,0.24009190120620333,0.21079839172889145,0.2900631820792648,0.2366456059735784,0.0005743825387708214,SimpleFov,0.1979465824238943,Fov,Simple
32,0.32222860425043076,0.3934520390580126,0.45261344055140723,0.5129236071223435,0.42044801838024126,0.4595060310166571,0.5008615738081562,0.424468696151637,SimpleFov,0.43581275129236074,Fov,Simple
33,0.3273980470993682,0.39862148190695,0.40493968983342904,0.3974727168294084,0.40493968983342904,0.39919586444572086,0.41010913268236643,0.3980470993681792,SimpleFov,0.3925904652498564,Fov,Simple
34,0.3733486502010339,0.4273406088454911,0.39632395175186674,0.4704192992533027,0.7294658242389431,0.7668006892590465,0.6479035037334865,0.6473291211947156,SimpleFov,0.5573664560597358,Fov,Simple
35,0.4382538770821367,0.4462952326249282,0.48248133256748993,0.4296381390005744,0.4485927627800115,0.45031591039632396,0.4893739230327398,0.48994830557151064,SimpleFov,0.4593624353819644,Fov,Simple
36,0.546812176909822,0.7133831131533601,0.8730614589316484,0.8420448018380241,0.8868466398621482,0.8592762780011488,0.7742676622630672,0.7581849511774842,SimpleFov,0.781734635267088,Fov,Simple
37,0.3871338311315336,0.3658816771970132,0.3968983342906376,0.3980470993681792,0.39862148190695,0.43940264215967834,0.4187248707639288,0.38253877082136706,SimpleFov,0.398406088454911,Fov,Simple
38,0.6071223434807582,0.6410109132682367,0.7001723147616312,0.7581849511774842,0.7369327972429638,0.6812176909821941,0.7949454336588168,0.813325674899483,SimpleFov,0.7166140149339459,Fov,Simple
